2022;SECRETARIA DE DESENVOLVIMENTO SOCIAL; CRIANçA E JUVENTUDE DE PERNAMBUCO;TC003/2022;2.099 SERVIÇO;;EM EXECUçãO;;10333399000186 - INSTITUTO ENSINAR DE DESENVOLVIMENTO SOCIAL-IEDES;2022/09/14 00:00:00.000;2023/03/13 00:00:00.000; 5129359.25;
2022;COMPANHIA ESTADUAL DE HABITAçãO E OBRAS;078/2022;2.099 SERVIÇO;;EM EXECUçãO;out/22;33054826000192 - COMPANHIA EXCELSIOR DE SEGUROS;2022/10/18 00:00:00.000;2023/10/17 00:00:00.000; 174000.0;http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2022_078_1168972.pdf;
2022;COMPANHIA PERNAMBUCANA DE GáS;DAF071/2022;2.099 SERVIÇO;;EM EXECUçãO;114/2022;29101955000117 - YO FITNESS LTDA;2022/11/01 00:00:00.000;2025/01/01 00:00:00.000; 18499.92;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2022_DAF071_1158472.pdf;
2022;COMPANHIA PERNAMBUCANA DE GáS;PRE018/2022;2.099 SERVIÇO;;EM EXECUçãO;191/2021;41052275000156 - VALOR ENGENHARIA DE AVALIAçãO E PERíCIA S/S LTDA;2022/04/05 00:00:00.000;2022/10/05 00:00:00.000; 35000.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2022_PRE018_1097723.pdf;
2022;COMPANHIA PERNAMBUCANA DE GáS;PRE035/2022;2.099 SERVIÇO;;EM EXECUçãO;90/2022;8255393000196 - FOCO OPINIÃO E MERCADO EIRELI;2022/09/06 00:00:00.000;2023/01/03 00:00:00.000; 170000.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2022_PRE035_1131309.pdf ;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;221275/2022;2.099 SERVIÇO;;EM EXECUçãO;426/2022;6200763000162 - OFICINA PLANEJAMENTO EM COMUNICACAO LTDA EPP;2022/08/23 00:00:00.000;2024/02/22 00:00:00.000; 846445.44;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_221275_1173113.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;221278/2022;2.099 SERVIÇO;;EM EXECUçãO;238/2022;10288928000177 - MARIA JOÃO EVENTOS EIRELI EPP;2022/06/29 00:00:00.000;2023/12/29 00:00:00.000; 709599.97;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_221278_1127578.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;221279/2022;2.099 SERVIÇO;;EM EXECUçãO;238/2022;7833113000117 - ROSIMERY P. SPINDOLA LEITE GRAFICA - ME;2022/06/29 00:00:00.000;2023/12/29 00:00:00.000; 16123.95;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_221279_1127579.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222091/2022;2.099 SERVIÇO;;EM EXECUçãO;9872/2021;11954897000109 - R SAT SEGURANCA ELETRONICA EIRELI;2022/03/10 00:00:00.000;2023/09/10 00:00:00.000; 335689.08;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_222091_1091802.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222165/2022;2.099 SERVIÇO;;EM EXECUçãO;jun/22;25343175000122 - JORIO VALENCA ADVOGADOS;2022/04/19 00:00:00.000;2023/04/18 00:00:00.000; 268751.4;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_222165_1106116.pdf ;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222205/2022;2.099 SERVIÇO;;EM EXECUçãO;9949/2021;558943000134 - SERVITIUM EIRELI;2022/06/01 00:00:00.000;2023/12/01 00:00:00.000; 7808583.36;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2022_222205_1149716.pdf ;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222266/2022;2.099 SERVIÇO;;EM EXECUçãO;237/2022;12778433000151 - INOVE TERCEIRIZAÇÃO DE SERVIÇOS EIRELI;2022/06/18 00:00:00.000;2022/12/14 00:00:00.000; 887924.28;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_222266_1125720.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222288/2022;2.099 SERVIÇO;;EM EXECUçãO;283/2022;6281829000196 - JP SMART VENDING OPERADORA DE MÁQUINAS AUTOMÁTICAS LTDA;2022/08/17 00:00:00.000;2024/02/16 00:00:00.000; 150155.64;http://web.transparencia.pe.gov.br/contratos/802/LICON_Termo_Aditivo_802_2022_222288_1162001.pdf ;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222308/2022;2.099 SERVIÇO;;EM EXECUçãO;256/2022;4856454000110 - CIFRA ENGENHARIA E SERVIçOS LTDA;2022/09/01 00:00:00.000;2024/03/01 00:00:00.000; 2722281.08;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_222308_1133400.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;222342/2022;2.099 SERVIÇO;;EM EXECUçãO;483/2022;9014387000100 - COMPLETA SERVICOS DE AR CONDICIONADO E LOCACAO LTDA - ME;2022/07/01 00:00:00.000;2023/12/31 00:00:00.000; 215172.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_222342_1157529.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;223064/2022;2.099 SERVIÇO;;EM EXECUçãO;9971/2021;5020356000100 - BID COMERCIO E SERVIÇO EM TECNOLOGIA DA INFORMAÇÃO LTDA - EPP;2022/03/01 00:00:00.000;2025/09/01 00:00:00.000; 1980000.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_223064_1087488.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;223189/2022;2.099 SERVIÇO;;EM EXECUçãO;9813/2021;3535902000110 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2022/06/29 00:00:00.000;2027/06/29 00:00:00.000; 2968999.8;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_223189_1116807.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;223381/2022;2.099 SERVIÇO;;EM EXECUçãO;257/2022;47733277000197 - CONSORCIO CARTOGRAFIA RMR;2022/09/12 00:00:00.000;2024/03/12 00:00:00.000; 4277278.33;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_223381_1158685.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;224276/2022;2.099 SERVIÇO;;EM EXECUçãO;9818/2021;4539534000141 - ORIONSISTEM - ACESSORIOS E SISTEMAS INDUSTRIAIS LTDA - ME;2022/08/01 00:00:00.000;2024/02/01 00:00:00.000; 5853660.12;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_224276_1127568.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;226142/2022;2.099 SERVIÇO;;EM EXECUçãO;133/2022;12251180000163 - TOMUS SOLUÇÕES EM ELETRONICA E TELECOMUNICAÇÕES LTDA;2022/04/11 00:00:00.000;2023/10/11 00:00:00.000; 2102500.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_226142_1099450.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;226390/2022;2.099 SERVIÇO;;EM EXECUçãO;164/2022;20800899000134 - CONTEC SERVICOS TERCEIRIZADOS LTDA;2022/09/20 00:00:00.000;2024/03/19 00:00:00.000; 3460128.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_226390_1160256.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;227330/2022;2.099 SERVIÇO;;EM EXECUçãO;453/2022;90495946000169 - ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;2022/07/01 00:00:00.000;2025/07/01 00:00:00.000; 666204.6;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_227330_1157514.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;227451/2022;2.099 SERVIÇO;;EM EXECUçãO;136/2022;32653365000101 - VOLTSWATTS  HOLDING S.S;2022/11/16 00:00:00.000;2051/11/16 00:00:00.000; 6199843.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_227451_1184348.pdf ;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;228171/2022;2.099 SERVIÇO;;EM EXECUçãO;9906/2021;33146648000120 - CONCREMAT ENGENHARIA E TECNOLOGIA LTDA;2022/05/11 00:00:00.000;2023/11/11 00:00:00.000; 1970524.32;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_228171_1098570.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;228353/2022;2.099 SERVIÇO;;EM EXECUçãO;474/2022;11208307000107 - SUSTENTARE CONSULTORES ASSOCIADOS LTDA - ME;2022/10/03 00:00:00.000;2026/07/03 00:00:00.000; 92616.02;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_228353_1150357.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;228382/2022;2.099 SERVIÇO;;EM EXECUçãO;449/2022;11208307000107 - SUSTENTARE CONSULTORES ASSOCIADOS LTDA - ME;2022/09/26 00:00:00.000;2024/01/26 00:00:00.000; 1089490.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_228382_1158714.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;ARP047/2022;2.099 SERVIÇO;;EM EXECUçãO;9872/2021;11954897000109 - R SAT SEGURANCA ELETRONICA EIRELI;2022/02/16 00:00:00.000;2023/02/16 00:00:00.000; 335689.08;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_ARP047_1072796.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;ARP076/2022;2.099 SERVIÇO;;EM EXECUçãO;9949/2021;558943000134 - SERVITIUM EIRELI;2022/03/14 00:00:00.000;2026/03/14 00:00:00.000; 9193601.04;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_ARP076_1091551.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;ARP132/2022;2.099 SERVIÇO;;EM EXECUçãO;283/2022;6281829000196 - JP SMART VENDING OPERADORA DE MÁQUINAS AUTOMÁTICAS LTDA;2022/05/12 00:00:00.000;2023/05/11 00:00:00.000; 150155.64;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_ARP132_1112013.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;ARP226/2022;2.099 SERVIÇO;;EM EXECUçãO;483/2022;9014387000100 - COMPLETA SERVICOS DE AR CONDICIONADO E LOCACAO LTDA - ME;2022/07/27 00:00:00.000;2023/07/27 00:00:00.000; 215172.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_ARP226_1140639.pdf;
2022;CONSERVATóRIO PERNAMBUCANO DE MúSICA;abr/22;2.099 SERVIÇO;;EM EXECUçãO;;10932538000198 - RBR TRANSPORTE E LOCADORA EIRELI;2022/05/10 00:00:00.000;2023/05/09 00:00:00.000; 45199.25;http://web.transparencia.pe.gov.br/contratos/882/LICON_Contrato_882_2022_04_1103051.pdf;
2022;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;018/2022;2.099 SERVIÇO;;EM EXECUçãO;dez/22;3506307000157 - TICKET SOLUÇÕES HDFGT S/A;2022/05/02 00:00:00.000;2023/05/01 00:00:00.000; 547500.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2022_018_1119498.pdf;
2022;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;019/2022;2.099 SERVIÇO;;EM EXECUçãO;dez/22;25165749000110 - NEO CONSULTORIA E ADMINISTRAçãO DE BENEFíCIOS EIRELI;2022/05/02 00:00:00.000;2023/05/01 00:00:00.000; 182500.0;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2022_019_1119500.pdf;
2022;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;044/2022;2.099 SERVIÇO;;EM EXECUçãO;22/2022;2816751000106 - PARADIGMA BUSINESS SOLUTIONS S/A;2022/08/08 00:00:00.000;2023/08/07 00:00:00.000; 12392.4;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2022_044_1184023.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0001/2022;2.099 SERVIÇO;;EM EXECUçãO;;5465222000101 - RM TERCEIRIZAÇÃO E GESTÃO DE RECURSOS HUMANOS EIRELI;2022/01/03 00:00:00.000;2023/01/02 00:00:00.000; 1751977.08;http://web.transparencia.pe.gov.br/contratos/856/LICON_Termo_Aditivo_856_2022_0001_1138013.pdf ;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0003/2022;2.099 SERVIÇO;;EM EXECUçãO;65/2021;8439201000100 - S N SINALIZADORA NACIONAL E SERVIÇOS LTDA;2022/06/14 00:00:00.000;2023/06/13 00:00:00.000; 2044000.68;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0003_1109880.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0020/2022;2.099 SERVIÇO;;EM EXECUçãO;;27284516000161 - MAXFROTA SERVIçOS DE MANUTENçãO DE FROTA LTDA;2022/03/16 00:00:00.000;2023/03/15 00:00:00.000; 117398.4;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0020_1074011.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0023/2022;2.099 SERVIÇO;;EM EXECUçãO;;25079110000111 - CANOA INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA. ME;2022/03/30 00:00:00.000;2023/03/29 00:00:00.000; 4742.4;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0023_1092003.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0073/2022;2.099 SERVIÇO;;EM EXECUçãO;;36214108000124 - HUMAITA COMÉRCIO DE PAPÉIS E ALIMENTOS EIRELI;2022/06/10 00:00:00.000;2023/06/09 00:00:00.000; 397440.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0073_1109908.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;008/2022;2.099 SERVIÇO;;EM EXECUçãO;;329696000102 - LOCADORA DE VEÍCULOS CAXANGÁ LTDA;2022/02/24 00:00:00.000;2023/02/23 00:00:00.000; 383606.4;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_008_1068969.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0109/2022;2.099 SERVIÇO;;EM EXECUçãO;;4602789000101 - DATEN TECNOLOGIA LTDA;2022/07/27 00:00:00.000;2026/07/26 00:00:00.000; 186500.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0109_1129245.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;019/2022;2.099 SERVIÇO;;EM EXECUçãO;31/2021;1601851000403 - EATON POWER SOLUTION LTDA;2022/03/01 00:00:00.000;2023/02/28 00:00:00.000; 61168.32;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_019_1123639.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;021/2022;2.099 SERVIÇO;;EM EXECUçãO;;34351431000114 - MIL COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI;2022/05/25 00:00:00.000;2023/05/24 00:00:00.000; 51459.48;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_021_1125562.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;0233/2022;2.099 SERVIÇO;;EM EXECUçãO;102/2022;5039025000112 - GTS SERVIÇOS E COMERCIO DE EQUIPAMENTOS LTDA;2022/11/17 00:00:00.000;2023/11/16 00:00:00.000; 157500.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_0233_1175278.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;110/2022;2.099 SERVIÇO;;EM EXECUçãO;;7953689000118 - FAGUNDEZ DISTRIBUIçãO LTDA;2022/07/27 00:00:00.000;2026/07/26 00:00:00.000; 46700.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_110_1129250.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;119/2022;2.099 SERVIÇO;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIAS DA INFORMAÇÃO LTDA ? ME;2022/07/27 00:00:00.000;2025/07/26 00:00:00.000; 105800.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_119_1129492.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;124/2022;2.099 SERVIÇO;;EM EXECUçãO;;5465222000101 - RM TERCEIRIZAçãO E GESTãO DE RECURSOS HUMANOS EIRELI.;2022/08/01 00:00:00.000;2023/07/31 00:00:00.000; 2182287.24;http://web.transparencia.pe.gov.br/contratos/856/LICON_Termo_Aditivo_856_2022_124_1155827.pdf ;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;140/2022;2.099 SERVIÇO;;EM EXECUçãO;;27563728000188 - LEONARDO GOMES BORGES OBRAS, REFORMAS E SERVICOS;2022/07/25 00:00:00.000;2023/07/24 00:00:00.000; 96348.15;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_140_1128282.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;156/2022;2.099 SERVIÇO;;EM EXECUçãO;54/2022;4826609000175 - COMPUTER MACHINE CONSULTING DEVELOPMENT LTDA;2022/07/27 00:00:00.000;2023/07/26 00:00:00.000; 82500.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_156_1129886.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;174/2022;2.099 SERVIÇO;;EM EXECUçãO;;27595780000116 - CS BRASIL FROTAS S/A;2022/09/14 00:00:00.000;2024/03/13 00:00:00.000; 1303200.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_174_1150838.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;214/2022;2.099 SERVIÇO;;EM EXECUçãO;;9281162000110 - TOPPUS SERVIÇOS TERCEIRIZADOS EIRELI;2022/10/24 00:00:00.000;2023/10/23 00:00:00.000; 984722.76;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_214_1162102.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;215/2022;2.099 SERVIÇO;;EM EXECUçãO;;5465222000101 - RM TERCEIRIZAÇÃO E GESTÃO DE RECURSOS HUMANOS EIRELI;2022/11/01 00:00:00.000;2023/10/31 00:00:00.000; 499996.2;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_215_1163988.pdf;
2022;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;234/2022;2.099 SERVIÇO;;EM EXECUçãO;103/2022;27907882000120 - INFINIT ENGENHARIA E PROJETOS LTDA;2022/12/01 00:00:00.000;2023/02/28 00:00:00.000; 6999.0;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2022_234_1181703.pdf;
2022;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE PERNAMBUCO;001/2022;2.099 SERVIÇO;;EM EXECUçãO;63/2021;35467604000127 - FUTURE ATP SERVIÇOS DE ENGENHARIA CONSULTIVA LTDA;2022/01/26 00:00:00.000;2022/09/22 00:00:00.000; 315147.52;http://web.transparencia.pe.gov.br/contratos/857/LICON_Contrato_857_2022_001_1058099.pdf;
2022;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE PERNAMBUCO;19/2022;2.099 SERVIÇO;;EM EXECUçãO;13/2021;8156424000151 - MAIA MELO ENGENHARIA LTDA;2022/03/01 00:00:00.000;2023/03/25 00:00:00.000; 996534.4;http://web.transparencia.pe.gov.br/contratos/857/LICON_Contrato_857_2022_19_1087079.pdf;
2022;DIRETORIA DE APOIO ADMINISTRATIVO AO SISTEMA DE SAúDE;005/2022;2.099 SERVIÇO;;EM EXECUçãO;123/2021;26583095000107 - GESTEC - GESTEC E TECNOLOGIA PARA SAUDE;2022/02/17 00:00:00.000;2022/07/17 00:00:00.000; 230000.0;http://web.transparencia.pe.gov.br/contratos/877/LICON_Contrato_877_2022_005_1061254.pdf;
2022;DIRETORIA DE APOIO ADMINISTRATIVO AO SISTEMA DE SAúDE;76/2022;2.099 SERVIÇO;;EM EXECUçãO;404/2022;5875209000112 - HN SAUDE AMBIENTAL LTDA;2022/04/19 00:00:00.000;2022/10/16 00:00:00.000; 7800.0;http://web.transparencia.pe.gov.br/contratos/877/LICON_Contrato_877_2022_76_1098173.pdf;
2022;DISTRITO ESTADUAL DE FERNANDO DE NORONHA;001/2022;2.099 SERVIÇO;;EM EXECUçãO;;5465222000101 - RM TERCEIRIZAçãO E GESTãO DE RECURSOS HUMANOS EIRELI;2022/01/13 00:00:00.000;2023/01/12 00:00:00.000; 962050.32;http://web.transparencia.pe.gov.br/contratos/859/LICON_Contrato_859_2022_001_1057361.pdf ;
2022;DISTRITO ESTADUAL DE FERNANDO DE NORONHA;004/2022;2.099 SERVIÇO;;EM EXECUçãO;109/2021;18968880000150 - A1MC PROJETOS LTDA;2022/02/11 00:00:00.000;2022/08/09 00:00:00.000; 196000.0;http://web.transparencia.pe.gov.br/contratos/859/LICON_Contrato_859_2022_004_1056625.pdf;
2022;DISTRITO ESTADUAL DE FERNANDO DE NORONHA;005/2022;2.099 SERVIÇO;;EM EXECUçãO;;5465222000101 - RM TERCEIRIZAçãO E GESTãO DE RECURSOS HUMANOS EIRELI;2022/02/11 00:00:00.000;2023/02/10 00:00:00.000; 461046.6;http://web.transparencia.pe.gov.br/contratos/859/LICON_Termo_Aditivo_859_2022_005_1106928.pdf ;
2022;DISTRITO ESTADUAL DE FERNANDO DE NORONHA;077/2022;2.099 SERVIÇO;;EM EXECUçãO;;11788943000147 - UNIKA TERCEIRIZAçãO E SERVIçOS EIRELI;2022/11/25 00:00:00.000;2025/06/24 00:00:00.000; 540999.56;http://web.transparencia.pe.gov.br/contratos/859/LICON_Contrato_859_2022_077_1175577.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;005/2022;2.099 SERVIÇO;;EM EXECUçãO;;269914000152 - CONSULTEN CONSULTORIA DE ENGENHARIA LTDA;2022/02/08 00:00:00.000;2023/02/07 00:00:00.000; 6666.59;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_005_1056916.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;012/2022;2.099 SERVIÇO;;EM EXECUçãO;16/2022;10921252000298 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2022/03/03 00:00:00.000;2023/03/02 00:00:00.000; 494934.6;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_012_1068761.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;014/2022;2.099 SERVIÇO;;EM EXECUçãO;116/2021;11735586000159 - FUNDAÇÃO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO - FADE;2022/03/23 00:00:00.000;2022/09/22 00:00:00.000; 75743.9;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Termo_Aditivo_1045_2022_014_1175749.pdf ;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;017/2022;2.099 SERVIÇO;;EM EXECUçãO;107/2021;5214001000152 - SAT - SERVICOS DE APOIO TERCEIRIZADO EIRELI ME;2022/04/04 00:00:00.000;2023/04/03 00:00:00.000; 49722.36;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_017_1099471.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;019/2022;2.099 SERVIÇO;;EM EXECUçãO;23/2022;1868035000100 - AVIRRP ? ASSOCIAÇÃO DAS AGÊNCIAS DE VIAGEM DE RIBEIRAO PRETO E REGIÃO;2022/03/18 00:00:00.000;2022/06/17 00:00:00.000; 27600.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_019_1079343.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;020/2022;2.099 SERVIÇO;;EM EXECUçãO;25/2022;95217113000150 - UNIAO GAUCHA DOS OPERADORES E REPRESENTANTES DE TURISMO DO RIO GRANDE DO SUL-UGART;2022/03/25 00:00:00.000;2022/06/25 00:00:00.000; 14550.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_020_1091508.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;028/2022;2.099 SERVIÇO;;EM EXECUçãO;39/2022;8921348000123 - ASSOCIAÇÃO DOS HOTEIS DE PORTO DE GALINHAS;2022/04/26 00:00:00.000;2022/10/26 00:00:00.000; 222600.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Termo_Aditivo_1045_2022_028_1102875.pdf ;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;032/2022;2.099 SERVIÇO;;EM EXECUçãO;72/2021;5214001000152 - SAT - SERVICOS DE APOIO TERCEIRIZADO EIRELI ME;2022/05/04 00:00:00.000;2023/05/03 00:00:00.000; 91896.36;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_032_1101798.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;076/2022;2.099 SERVIÇO;;EM EXECUçãO;set/22;42711182000159 - EF FREIRE SERVIÇOS E ENGENHARIA;2022/05/23 00:00:00.000;2023/05/22 00:00:00.000; 41930.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_076_1105437.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;082/2022;2.099 SERVIÇO;;EM EXECUçãO;;9461647000195 - SOLUTI ? SOLUÇÕES EM NEGÓCIOS INTELIGENTES S/A;2022/05/23 00:00:00.000;2023/05/22 00:00:00.000; 1310.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_082_1106061.pdf;
2022;EMPRESA DE TURISMO DE PERNAMBUCO S/A;085/2022;2.099 SERVIÇO;;EM EXECUçãO;89/2022;28015582000107 - COOPERATIVA MISTA DE PROFISSIONAIS, PRODUTORES E EMPREENDEDORES DO TURISMO E AGRONEGOCIO FAMILIARES  DO SUBMEDIO DO SÃO FRANCISCO;2022/05/19 00:00:00.000;2022/08/18 00:00:00.000; 64700.0;http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2022_085_1103557.pdf;
