"Numero do Processo de Compra";"Procedimento de Contratacao";Objeto;"Situacao do Processo";"Ogao Demandante";"Valor de Referencia";"Valor Homologado";Economias
"2171005 000028/2019";INEXIGIBILIDADE;"DISCIPLINA PRÁTICA &#8203;: Pinturas Tradicionais";Concluído;"FUNDACAO DE ARTE DE OURO PRETO-FAOP";7.040,00;7.040,00;0,00
"0509025 000403/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";7.014,25;7.014,25;0,00
"0520009 000319/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.184,50;1.184,50;0,00
"2012008 001315/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";61.200,00;61.200,00;0,00
"0520009 000318/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MEDICO E HOSPITALAR - SONDAS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";107,40;107,40;0,00
"0520009 000315/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";LEITE;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.685,20;3.685,20;0,00
"0521009 000224/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.775,13;3.775,12;0,01
"1253828 000016/2019";PREGAO;"Serviço de arquitetura/engenharia para elaboração e apresentação de estudos técnicos, anteprojetos, projetos básicos e executivos para reestruturação e reforma do NAIS 4ª RPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";0,00;0,00;0,00
"2311076 000326/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"DIETAS ENTERAIS, FÓRMULAS, SUPLEMENTOS E MÓDULOS

RP  162-2019

PLAN 66-2019";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";1.183,50;1.183,50;0,00
"2331032 000042/2019";"DISPENSA DE LICITACAO - POR VALOR";Marmiteiro;Concluído;"INSTITUTO DE METROLOGIA E QUALIDADE DE MG";1.250,00;749,00;501,00
"2331032 000037/2019";"DISPENSA DE LICITACAO - POR VALOR";"Ferramentas para jardinagem - Soprador, roçadeira e pulverizador";Concluído;"INSTITUTO DE METROLOGIA E QUALIDADE DE MG";4.156,87;1.968,89;2.187,98
"1255302 000183/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS DE LIMPEZA E HIGIENE PESSOAL
UNIDADE DE PEDIDO: 1252146";Concluído;"POLICIA MILITAR DE MINAS GERAIS";22.835,00;22.835,00;0,00
"1255302 000182/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS PARA MARCENARIA, SERRALHERIA, CONSTRUÇÃO, ELÉTRICO, HIDRÁULICO E PINTURA.
UNIDADE DE PEDIDO: 1255302";Concluído;"POLICIA MILITAR DE MINAS GERAIS";7.245,00;7.245,00;0,00
"2311076 000336/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS

RP 171 - 2019

PLAN  38-2019";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";876,00;876,00;0,00
"0512010 000268/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS CONTROLADOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";2.024,86;2.024,85;0,01
"0512010 000254/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"compra de material medico hospitalar";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";61.978,67;61.978,67;0,00
"0512010 000246/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL DE RAIOS-X";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.809,15;4.809,15;0,00
"1091002 000142/2019";INEXIGIBILIDADE;"Contratação de Leonardo Avritzer para o curso Divisão de Poderes e Judicialização, parte integrante da próxima pós-graduação lato sensu a ser oferecida pelo Ceaf a membros e servidores do MPMG.";Concluído;"PROCURADORIA GERAL DE JUSTICA";45.000,00;45.000,00;0,00
"0520009 000268/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MEDICO HOSPITALAR - ATADURAS E CAMPOS 2018";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";804,70;804,70;0,00
"1031018 000562/2019";"DISPENSA DE LICITACAO - POR VALOR";"Contratação de serviço técnico de engenharia de memória de cálculo dos ajustes e coordenograma do relé de proteção secundário para as subestações dos Fóruns de Uberaba, Ribeirão das Neve e Sede/TJMG.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";16.550,00;16.550,00;0,00
"0520009 000267/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";249,90;249,90;0,00
"2311076 000308/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS DE LIMPEZA E HIGIENE PESSOAL
RP 56 2019
PLAN 485 2018";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";10.000,00;10.000,00;0,00
"2311076 000310/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS DE LIMPEZA E HIGIENE PESSOAL
RP 269 2018
PLAN 116 2018";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";1.314,00;1.314,00;0,00
"0516013 000424/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 192/2018.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.732,02;3.732,02;0,00
"0511023 000117/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Aquisição de material médico hospitalar para consumo na Unidade HCM.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";10.958,00;10.958,00;0,00
"2012008 001213/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";CEFALEXINA;Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";56,00;56,00;0,00
"0509025 000286/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"EXAMES DE RADIOLOGIA E DIAGNOSTICO POR IMAGEM";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";5.935,24;5.935,24;0,00
"0510037 000397/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";Cabergolina;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";375,00;375,00;0,00
"1371052 000019/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MANTIMENTOS CANTINA P/ SUPRAM TMAP.";Concluído;"SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL";1.309,60;1.309,60;0,00
"0501044 000440/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";26.200,00;26.200,00;0,00
"2311076 000317/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO HOSPITALAR
RP 256 2018
PLAN 191 2018";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";3.000,00;3.000,00;0,00
"3051002 000068/2019";PREGAO;SEMENTES;Concluído;"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS";193.963,55;176.730,80;17.232,75
"2261032 000306/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO HOSPITALAR - COMPRA ESTADUAL 2018 - RP 256/2018";Concluído;"FUNDACAO EZEQUIEL DIAS";92,05;92,05;0,00
"0501044 000612/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS ALOPATICOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";20.233,74;20.248,73;-14,99
"0520009 000335/2019";"DISPENSA DE LICITACAO - POR VALOR";"Manovacuometro e Aquecedor de água elétrico";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";5.072,15;3.500,00;1.572,15
"1321027 000026/2019";"DISPENSA DE LICITACAO - POR VALOR";"Material de informatica - HD externo e conectores";Concluído;"SECRETARIA DE ESTADO DA SAUDE";460,35;0,00;460,35
"1691001 000045/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Contratação de fornecimento  de combustível  (gasolina  comum,  álcool  comum  hidratado  e  óleo  diesel  subtipo  S-10) .";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";0,00;0,00;0,00
"1481264 000016/2019";"DISPENSA DE LICITACAO";"Serviço de Hospedagem de Servidores, Hospedagem de Sistemas em Ambiente Compartilhado de Baixa Plataforma e Hospedagem de Sistemas em Ambiente Dedicado de Baixa Plataforma.";Concluído;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";245.090,28;245.090,28;0,00
"1261010 000011/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Material de limpeza e higiene.";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";258,90;258,90;0,00
"0522008 000055/2019";PREGAO;"SERVIÇOS DE EXAMES LABORATORIAIS.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";54.703,00;51.793,08;2.909,92
"1031018 000835/2019";"DISPENSA DE LICITACAO - POR VALOR";"Toalhas de mesa para uso durante eventos institucionais do TJMG.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";13.550,00;12.223,86;1.326,14
"1511189 000182/2019";PREGAO;"Equipamentos de Informática através do Convênio 880081/2018 - PCMG SEI 1510.01.0050592/2019-57";Concluído;"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";80.789,80;65.836,23;14.953,57
"0501044 000863/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"EQUIPAMENTO MÉDICO HOSPITALAR, COMPONENTES E ACESSÓRIOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";189,92;189,92;0,00
"1259950 000035/2019";"DISPENSA DE LICITACAO - POR VALOR";"Locação de máquinas para impressão e reprografia para o NAIS do 31º BPM da 13ª RPM, total de 2000 cópias mês.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";280,00;200,00;80,00
"2371380 000017/2019";"DISPENSA DE LICITACAO - POR VALOR";xxxxxxxxxxxxxxxxxxxxxxxxxxx;Concluído;"INSTITUTO MINEIRO DE AGROPECUARIA";1.000,00;1.000,00;0,00
"1259760 000037/2019";"TOMADA DE PRECOS";"Contratação de empresa de arquitetura/engenharia destinada a executar serviço de readequação da estrutura e instalações do Centro de Operações da Polícia Militar (COPOM) da 9ª RPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";663.742,77;620.598,91;43.143,86
"2101034 000011/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";Cadeados;Concluído;"INSTITUTO ESTADUAL DE FLORESTAS-IEF";1.250,21;1.250,21;0,00
"0518005 000151/2019";"DISPENSA DE LICITACAO";"Prestação de serviços de exames de tomografias e angiotomografias, sob demanda, em caráter de urgência para o HRAD.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";16.450,00;16.450,00;0,00
"1254266 000032/2019";PREGAO;"Serviço de Manutenção em aeronaves.";Concluído;"INSTITUTO ESTADUAL DE FLORESTAS-IEF";850.000,00;900.000,00;-50.000,00
"1451044 000252/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AQUISIÇÃO DE CAIXA DAGUA - MATÉRIA-PRIMA - POLIETILENO.";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";23.186,96;23.186,96;0,00
"2331032 000051/2019";"DISPENSA DE LICITACAO - POR VALOR";"Locação, instalação e desinstalação de 16 escoras metálicas de 4,5m cada; 04 vigas de 3m cada e demais materiais necessários para a realização dos serviços.";Concluído;"INSTITUTO DE METROLOGIA E QUALIDADE DE MG";0,00;0,00;0,00
"2012008 001456/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"GRAMPEADOR MECANICO DESCARTAVEL INTRALUMINAL LINHA DE GRAMPEAMENTO: 29MM;
";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";3.609,48;3.609,48;0,00
"2012008 001448/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AVENTAL PARA USO MEDICO/ODONTOLOGICO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";27.500,00;27.500,00;0,00
"1261029 000012/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Material descartável e artigos domésticos conforme  RP 286/2019";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";929,88;929,88;0,00
"1261005 000015/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Material de escritório e informática para atender a SRE";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";44,50;44,50;0,00
"1091002 000213/2019";INEXIGIBILIDADE;"UFED4PC (3 anos de Atualização de Software, Garantia, Recebimento de Novos Cabos e Suporte).";Concluído;"PROCURADORIA GERAL DE JUSTICA";129.156,79;129.156,79;0,00
"2331032 000063/2019";"DISPENSA DE LICITACAO - POR VALOR";"Locação, instalação e desinstalação de 16 escoras metálicas de 4,5 metros cada; 04 vigas de 3 metros cada e demais materiais necessários para a prestação dos serviços.";Concluído;"INSTITUTO DE METROLOGIA E QUALIDADE DE MG";0,00;0,00;0,00
"1261005 000017/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Manter a SRE";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";8.097,28;8.097,28;0,00
"0507011 000278/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";2.140,50;2.157,25;-16,75
"1261004 000020/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Cafe torrado e  moido";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";1.725,00;1.725,00;0,00
"0506007 000086/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição Vitamina Complexo B.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";756,00;750,40;5,60
"0507011 000257/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MEDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";180,00;180,00;0,00
"2201002 000021/2019";"DISPENSA DE LICITACAO";"Manutenção nas modalidades programada e emergencial no Sistema ICMS Patrimônio Cultural.";Concluído;"INST. EST. DO PATRIMONIO HIST. E ARTISTICO DE MG";88.485,00;88.485,00;0,00
"0510037 000417/2019";PREGAO;"MANUTENÇÃO E RECARGA EM EXTINTORES DE INCÊNDIO, INCLUINDO EMPRÉSTIMO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";0,00;0,00;0,00
"0513007 000396/2019";"DISPENSA DE LICITACAO - POR VALOR";Etiquetas;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.200,00;2.240,00;960,00
"2012008 001368/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"DISPOSITIVO PARA PUNCAO VENOSA PERIFERICA COM ASA";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";1.530,00;1.530,00;0,00
"0503007 000388/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"SACO PARA HAMPER DE 120 LITROS, PARA SUPRIR DEMANDA HIJPII.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";11.090,30;11.090,30;0,00
"1031018 000949/2019";"DISPENSA DE LICITACAO";"Contrato de locação de imóvel destinado ao Polo Regional de Saúde da Comarca de Barbacena.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";60.000,00;60.000,00;0,00
"0519031 000427/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AQUISICAO DE MATERIAL MEDICO PARA ATENDER O HRJP";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";2.375,49;2.375,49;0,00
"1251642 000048/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de materiais elétricos para reestruturação do CTPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";13.204,31;0,00;13.204,31
"1402007 000023/2019";PREGAO;"atender demanda de Aquisição de materiais/equipamentos operacionais para 7° Cia Ind BM";Concluído;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";199.809,99;0,00;199.809,99
"1071030 000049/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Inclusão de novos veículos na frota destinada ao atendimento de autoridades governamentais e demais em visita oficial ao Estado de Minas Gerais.";Concluído;"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MG";236.868,45;236.868,45;0,00
"1261009 000013/2019";"DISPENSA DE LICITACAO - POR VALOR";"Pilhas AAA,AA e carregador de pilhas e baterias, contendo pilhas recarregáveis";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";278,34;247,70;30,64
"1371060 000005/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"PROCESSO DE COMPRA DE MATERIAL DE ESCRITÓRIO VIA REGISTRO DE PREÇOS 99/2019.";Concluído;"SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL";229,10;229,10;0,00
"1261021 000004/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Registro de Preços para aquisição de açúcar cristal, açúcar refinado e adoçante.";Concluído;"SECRETARIA DE ESTADO DE EDUCACAO";269,70;269,70;0,00
"1451044 000188/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"COMPRA CENTRAL DE MEDICAMENTOS ANTI-INFLAMATÓRIOS E OUTROS";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";11.250,00;11.250,00;0,00
"0510037 000426/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";MEDICAMENTOS;Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";42.294,00;42.294,00;0,00
"1259974 000045/2019";"DISPENSA DE LICITACAO - POR VALOR";"SERVIÇOS DE MANUTENÇÃO EM EQUIPAMENTO DE SERRALHERIA(SERRA CORTE ELÉTRICA)  PARA ATENDER DEMANDAS DA 19ª RPM.";Concluído;"POLICIA MILITAR DE MINAS GERAIS";120,00;120,00;0,00
"0503007 000243/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAIS MÉDICOS HOSPITALARES , PARA SUPRIR DEMANDA HIJPII.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";34.141,81;34.141,81;0,00
"1250071 000127/2019";"DISPENSA DE LICITACAO";"Fornecimento de Serviços PRODEMGE  - Conexão de Alta Velocidade";Concluído;"POLICIA MILITAR DE MINAS GERAIS";253.960,89;253.960,89;0,00
"2311076 000544/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS 
RP            197/2019
PLAN        385/2018";Concluído;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";1.366,53;1.366,53;0,00
"1259968 000054/2019";PREGAO;"Prestação dos serviços preparação, acondicionamento e entrega, de refeições e lanches para o 26º BPM/ Itabira – MG";Concluído;"POLICIA MILITAR DE MINAS GERAIS";93.462,50;93.459,50;3,00
"0509025 000488/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL HOSPITALAR";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";3.060,00;3.060,00;0,00
"2281314 000043/2019";"DISPENSA DE LICITACAO - POR VALOR";"MATERIAIS HIDRÁULICOS E ELÉTRICOS";Concluído;"FUNDACAO DE EDUCACAO PARA TRABALHO DE MINAS GERAIS";485,32;0,00;485,32
"1021007 000197/2019";INEXIGIBILIDADE;"Contratação do professor Sérgio dos Santos Reis para ministrar a disciplina “Análise de Balanços Públicos”, para duas turmas no curso de especialização em Finanças Públicas, ofertado pelo TRIBUNAL.";Concluído;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";6.364,44;6.364,44;0,00
"0501044 000430/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"GÊNEROS ALIMENTÍCIOS E BEBIDAS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";129,80;129,80;0,00
"1371060 000004/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"AQUISIÇÃO DE MATERIAL DE LIMPEZA VIA REGISTRO DE PREÇOS 56/2019 , PLANEJAMENTO 485/2018.";Concluído;"SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL";8.486,00;8.486,00;0,00
"1321025 000027/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL DE ESCRITÓRIO PARA ATENDER A DEMANDA DA SRS DE UBERLÂNDIA";Concluído;"SECRETARIA DE ESTADO DA SAUDE";1.483,30;1.483,30;0,00
"0501044 000533/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MEDICAMENTOS ALOPÁTICOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";57.277,16;57.277,15;0,01
"2012008 001284/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"BESILATO DE CISATRACURIO";Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";24.058,50;24.058,50;0,00
"0501044 000521/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"EQUIPAMENTO MÉDICO HOSPITALAR, COMPONENTES E ACESSÓRIOS";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.500,00;4.500,00;0,00
"0508022 000096/2019";"DISPENSA DE LICITACAO - POR VALOR";"MATERIAL EPI - SEGURANCA NO TRABALHO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";4.042,47;4.002,80;39,67
"1511189 000211/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Veículos viaturas zero quilômetro - Caminhonete com cela. Emenda 874 parlamentar Fred Costa. PL 152/2019. RP 209/2019. SEI 1510.01.0144179/2019-58.";Concluído;"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";161.000,00;161.000,00;0,00
"1101014 000013/2019";"DISPENSA DE LICITACAO - POR VALOR";"Material para reposição dos estoques de material de consumo.";Concluído;"OUVIDORIA GERAL DO ESTADO";5.420,26;4.887,14;533,12
"1031018 000699/2019";PREGAO;"Contratação de empresa especializada para fornecimento e instalação de discos internos de armazenamento e acessórios para o servidor de armazenamento do ambiente de virtualização do TJMG.";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";314.645,83;0,00;314.645,83
"2261032 000056/2019";PREGAO;"Vidrarias laboratorial";Concluído;"FUNDACAO EZEQUIEL DIAS";57.001,09;29.666,54;27.334,55
"1631002 000002/2019";"DISPENSA DE LICITACAO - POR VALOR";"Pilhas recarregáveis e Carregadores de Pilhas";Concluído;"SECRETARIA GERAL";778,50;595,34;183,16
"2301721 000001/2019";"DISPENSA DE LICITACAO - POR VALOR";"Contratação de locação de equipamentos de segurança e serviços de monitoramento 24 horas.";Concluído;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";7.190,00;7.000,00;190,00
"0520009 000287/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"MATERIAL MÉDICO.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";12.161,40;12.161,40;0,00
"2261032 000141/2019";PREGAO;"Kit para RT - PCR";Concluído;"FUNDACAO EZEQUIEL DIAS";246.953,82;58.823,00;188.130,82
"1031018 000634/2019";"DISPENSA DE LICITACAO - POR VALOR";"ASSINATURA DA BASE DE DADOS PLENUM ONLINE CORPORATIVO - ILIMITADO";Concluído;"TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS";8.500,00;8.500,00;0,00
"2012015 000056/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";BATERIA;Concluído;"INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS";799,26;799,26;0,00
"1257654 000034/2019";"DISPENSA DE LICITACAO - POR VALOR";"AQUISIÇÃO DE PROTETORES SOLARES PARA UNIDADES APOIADAS PELO EM/11ªRPM. MONTES CLAROS MG";Concluído;"POLICIA MILITAR DE MINAS GERAIS";664,50;530,80;133,70
"0520009 000313/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"GENÊROS
ALIMENTÍCIOS – ARROZ E AÇUCAR 2018";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";1.368,00;1.368,00;0,00
"0502019 000092/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"Capa para equipamento médico referente rp? 166/2019";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";470,00;470,00;0,00
"0501044 000568/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"EQUIPAMENTO MÉDICO";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";18,80;18,80;0,00
"1691001 000036/2019";"REGISTRO DE PRECOS NAO REALIZADO NO SIRP";"Contratação  do  serviço  de  gerenciamento  do  abastecimento  da  frota  de  veículos  dos órgãos e entidades da Administração Pública Estadual";Concluído;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC";0,00;0,00;0,00
"2320310 000172/2019";"DISPENSA DE LICITACAO - POR VALOR";"Fornecimento de Nitrogenio";Concluído;"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MG";6.300,00;6.279,00;21,00
"1021007 000234/2019";"RECADASTRAMENTO DE PROCESSOS";"Convênio n. 10/2017 celebrado entre a Caixa Econômica Federal cujo objeto consiste no acesso às informações registradas no SINAPI.";Concluído;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";24.000,00;24.000,00;0,00
"0516013 000489/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"RP 178/2019.";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";28.587,88;28.587,88;0,00
"2301403 000024/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de materiais para Educação para o Trânsito";Concluído;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";1.761,55;1.539,20;222,35
"1501122 000047/2019";"DISPENSA DE LICITACAO - POR VALOR";"Aquisição de adubos, ferramentas e óleo lubrificante, objetivando a necessidade de recuperação, preservação e conservação dos Jardins da Cidade Administrativa.";Concluído;"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO";3.670,52;2.803,13;867,39
"0510037 000430/2019";"REGISTRO DE PRECOS REALIZADO NO SIRP";"PILHA - NÃO RECARREGÁVEL - TIPO ALCALINA";Concluído;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";577,00;577,00;0,00
